Beschreibung,Dafür,Dagegen,Endergebnis,Vorgeschlagen_von,Datum,Episode,Nummer
"Weisbrod präsentiert eine Werbekampagne eines Kosmetikladens, die den Slogan ""Find your Body Ally"" verwendet. Er argumentiert, dass der Begriff ""Ally"", der aus dem identitätspolitischen Diskurs stammt, nun von der Werbeindustrie losgelöst vom ursprünglichen Kontext verwendet und somit zum Gegenwartsphänomen wird.",['Ijoma'],[],True,Lars,2024-07-29,Ist Pop heute rechts,2
"Diederichsen stellt fest, dass es im deutschsprachigen Raum kein Shampoo mehr für ""fettendes Haar"" gibt, der Begriff sei verschwunden, während in anderen Ländern, wie Spanien oder Italien, entsprechende Produkte weiterhin existieren und beworben werden.","['Ijoma', 'Lars']",[],True,Zuhörer/Publikum/Gast,2024-07-29,Ist Pop heute rechts,3
"Auf Plattformen wie X (ehemals Twitter) gibt es Accounts, die sich positiv auf europ""",['Lars'],[],True,Ijoma,2024-05-06,Reden wie ein Bundespräsident,1
"Ijoma Mangold wird von einem Zuhörer darauf hingewiesen, dass er sein ""Boomer-sein"" als argumentative Figur verwendet. Er kokettiert damit, um Angriffen auf seine Generation zuvorzukommen und eine Gegenstrategie zu etablieren.",[],['Lars'],False,Zuhörer/Publikum/Gast,2024-05-06,Reden wie ein Bundespräsident,2
"Kombination zweier populärpsychologischer Begriffe. ""Lernen dürfen"" beschreibt eine positive Umdeutung von schwierigen Situationen. Der ""Arschengel"" ist eine Person, die durch ihr Verhalten – oft unbeabsichtigt – die eigenen pathologischen Muster triggert und so Lernprozesse ermöglicht.",['Lars'],[],True,Nina,2023-02-20,Kann man auf Deutsch vom Krieg erzählen,1
"Die kulinarische Aufwertung der Sardine. Sardinen aus der Dose werden als hippes, glamouröses Produkt vermarktet, z.B. in eigenen Boutiquen oder speziellen Restaurants, oft mit Vintage-Ästhetik und Fokus auf Jahrgangssardinen.",['Nina'],[],True,Lars,2023-02-20,Kann man auf Deutsch vom Krieg erzählen,2
"Homeoffice als fester Bestandteil von Jobangeboten, verbunden mit der Nutzung von Online-Jobportalen zur individuellen Zusammenstellung des perfekten Jobs.  Dies reflektiert die veränderte Anspruchshaltung von Arbeitnehmern und die zunehmende Digitalisierung der Jobsuche.",['Lars'],[],True,Nina,2023-02-20,Kann man auf Deutsch vom Krieg erzählen,3
"Zunehmende Verwendung von Schildern wie ""Apothekenzustellung im Einsatz"", ""Bestatter im Einsatz"" oder sogar ""Mutter im Einsatz"" im Straßenverkehr.  Dies deutet auf eine ""Notfallgesellschaft"" hin, in der sich jeder das Privileg eiliger, wichtiger Aufgaben erkämpfen will, um z.B. Parkprivilegien zu rechtfertigen.",['Nina'],[],True,Lars,2023-02-20,Kann man auf Deutsch vom Krieg erzählen,4
"Ein Satz, der auf Twitter unter Bildern gepostet wird, oft unabhängig vom Bildinhalt. Er drückt eine maximale Bejahung aus, im Gegensatz zur sonst üblichen Empörung.",[],['Lars'],False,Ijoma,2022-11-14,Wie viel Schmerz gehört zum Leben,1
"Der Wechsel von Twitter zu Mastodon bzw. dem Fediverse aufgrund von Elon Musks Twitter-Übernahme und der damit verbundenen Veränderungen. Es herrscht eine Aufbruchsstimmung und viele User versuchen, sich neu zu erfinden.",['Ijoma'],[],True,Lars,2022-11-14,Wie viel Schmerz gehört zum Leben,2
"Ein Ersatzritual für die kirchliche Trauung, das den Fokus auf die Emotionalität legt.  Es ersetzt die kirchliche oder standesamtliche Trauung durch eine Zeremonie mit einem freien Trauredner.",['Lars'],[],True,Ijoma,2022-11-14,Wie viel Schmerz gehört zum Leben,3
"In Benachrichtigungen, Apps und anderen digitalen Kontexten werden zunehmend falsche Imperative verwendet, z.B. ""Lese dieses Buch"" statt ""Lies dieses Buch"".  Dies wird durch die Duzkultur und die Flut an Handlungsaufforderungen verstärkt und soll vermutlich mehr Aufmerksamkeit erregen.","['Nina', 'Lars']",[],True,Nina,2024-05-20,Das Ende der Faulheit,1
"In WhatsApp-Nachrichten wird ""weil da"" statt ""weil"" verwendet, um Ernsthaftigkeit auszudrücken. Dies wird als übertriebene Verkünselung wahrgenommen.",['Nina'],['Lars'],True,Lars,2024-05-20,Das Ende der Faulheit,2
"Das absichtliche Hinauszögern des Schlafengehens, obwohl man müde ist, um sich für den Mangel an Kontrolle über den Tag zu ""rächen"".  Oft verbunden mit dem Gefühl, durch die Erwerbsarbeit den Tag nicht selbst bestimmen zu können und die Nacht als Raum der eigenen Kontrolle zu nutzen.","['Nina', 'Lars']",[],True,Lars,2024-05-20,Das Ende der Faulheit,3
"Die Abkürzung ""Kappas"" (von Kapazitäten) wird verwendet, um zu erfragen, ob jemand Zeit oder Energie für etwas hat. Es wird als sportliches, technisches Vokabular wahrgenommen, das frei von Schuldzuweisungen ist und eher ein Akku-Denken widerspiegelt.","['Lars', 'Nina']",[],True,Nina,2024-05-20,Das Ende der Faulheit,4
Rennräder und die dazugehörige Kleidung sind omnipräsent und bestimmte Marken wie Rapha und Pas Normal Studios dominieren das Stadtbild. Das Rennradfahren ist zum Gegenwartsparadigma geworden.,['Lars'],['Nina'],True,Lars,2024-05-20,Das Ende der Faulheit,5
"In Kinderbüchern und -medien werden Faultiere und Entschleunigung positiv dargestellt. Das Faultier wird als Symbol für Ruhe und Selbstfürsorge verwendet, möglicherweise als Reaktion auf die Erschöpfungsgesellschaft.","['Nina', 'Lars']",[],True,Nina,2024-05-20,Das Ende der Faulheit,6
"Aufblasbare Eistonnen werden vermehrt zum Eisbaden im heimischen Umfeld genutzt, anstatt in natürlichen Gewässern. Dies spiegelt Trends wie die Suche nach intensiven Erlebnissen, Langlebigkeit und Stressbewältigung wider.","['Lars', 'Ijoma']",[],True,Nina,2024-02-12,Ist Homeoffice nur eine Phase,1
"Das Wort ""agnostisch"" wird außerhalb seines religiösen Kontextes verwendet, um eine distanzierte, gleichgültige Haltung gegenüber verschiedenen Themen auszudrücken.  Es wird als Ausdruck einer Geisteshaltung verwendet, in der man über den Dingen schwebt und nichts mehr will.",['Nina'],['Lars'],True,Ijoma,2024-02-12,Ist Homeoffice nur eine Phase,2
"Menschen führen zunehmend Videokonferenzen in Cafés, anstatt im Homeoffice oder Büro. Dies wird durch technische Möglichkeiten wie Hintergrundausblendung und gute Kopfhörer erleichtert und spiegelt die zunehmende Verschmelzung von Arbeits- und Privatleben wider.",['Nina'],['Ijoma'],True,Lars,2024-02-12,Ist Homeoffice nur eine Phase,3
